"
Ministero dell'Istruzione - Ufficio Scolastico Regionale per la Sicilia
Messina;ISTITUTO COMPRENSIVO;MEIC84600D;TOMMASO AVERSA;PIAZZA VITTORIO VENETO,  N.6;98073;030;MISTRETTA;MEIC84600D@istruzione.it;MEIC84600D@pec.istruzione.it;0921381041;93002940836
Messina;ISTITUTO COMPRENSIVO;MEIC847009;LONGI;VIA  VITTORIO VENETO, S.N.C.;98070;032;LONGI;MEIC847009@istruzione.it;MEIC847009@pec.istruzione.it;0941485153;84004830836
Messina;ISTITUTO COMPRENSIVO;MEIC848005;N.2 PATTI;PIAZZA  XXV APRILE;98066;033;PATTI;MEIC848005@istruzione.it;MEIC848005@pec.istruzione.it;094122804;94007190831
Messina;ISTITUTO COMPRENSIVO;MEIC849001;N.3 PATTI;PIAZZA XXV APRILE, 1;98066;033;PATTI;MEIC849001@istruzione.it;MEIC849001@pec.istruzione.it;094121408;86000830835
Messina;ISTITUTO COMPRENSIVO;MEIC851001;IC N.2 D'ACQUISTO;VIA CALISPERA;98125;029;MESSINA;MEIC851001@istruzione.it;MEIC851001@pec.istruzione.it;090633867;97062080839
Messina;ISTITUTO COMPRENSIVO;MEIC85200R;SAN FILIPPO DEL MELA;VIA SALVO D'ACQUISTO;98044;037;SAN FILIPPO DEL MELA;MEIC85200R@istruzione.it;MEIC85200R@pec.istruzione.it;090930475;82002900833
Messina;ISTITUTO COMPRENSIVO;MEIC855008;S.LUCIA DEL MELA;VIA STEFANO CATTAFI;98046;037;SANTA LUCIA DEL MELA;MEIC855008@istruzione.it;MEIC855008@pec.istruzione.it;090935345;82002500831
Messina;ISTITUTO COMPRENSIVO;MEIC856004;I.C. SANTO STEFANO CAMASTRA;VIA LIBERTA' , 1;98077;030;SANTO STEFANO DI CAMASTRA;MEIC856004@istruzione.it;MEIC856004@pec.istruzione.it;0921331210;93002950835
Messina;ISTITUTO COMPRENSIVO;MEIC85700X;TERME VIGLIATORE;VIALE DELLE TERME,5;98050;038;TERME VIGLIATORE;MEIC85700X@istruzione.it;MEIC85700X@pec.istruzione.it;0909781254;83001910831
Messina;ISTITUTO COMPRENSIVO;MEIC85900G;GIOVANNI XXIII VILL. ALDISIO;VIA TAORMINA;98124;029;MESSINA;MEIC85900G@istruzione.it;MEIC85900G@pec.istruzione.it;0902932457;97093270839
Messina;ISTITUTO COMPRENSIVO;MEIC86100G;"N.13""A.LUCIANI""ME";RIONE  GAZZI  FUCILE;98147;029;MESSINA;MEIC86100G@istruzione.it;MEIC86100G@pec.istruzione.it;090687511;80007440839
Messina;ISTITUTO COMPRENSIVO;MEIC86200B;"N.4 ""G.LEOPARDI""ME";PIAZZA  STELLA MARIS;98125;029;MESSINA;MEIC86200B@istruzione.it;MEIC86200B@pec.istruzione.it;0902935502;80006720835
Messina;ISTITUTO COMPRENSIVO;MEIC864003;"I.C. ""LA PIRA - GENTILUOMO"" ME";VIA GEROBINO PILLI CAMARO;98149;029;MESSINA;MEIC864003@istruzione.it;MEIC864003@pec.istruzione.it;090673223;97093530836
Messina;ISTITUTO COMPRENSIVO;MEIC86500V;"IST.COM.N.14""S.FRANC.DI PAOLA""";VIA OLIMPIA - SAN LICANDRO;98168;028;MESSINA;MEIC86500V@istruzione.it;MEIC86500V@pec.istruzione.it;09040868;97062120833
Messina;ISTITUTO COMPRENSIVO;MEIC86600P;"IC ""CANNIZZARO-GALATTI""ME";VIA  MARIO GIURBA 2;98123;029;MESSINA;MEIC86600P@istruzione.it;MEIC86600P@pec.istruzione.it;090716398;80008360838
Messina;ISTITUTO COMPRENSIVO;MEIC86700E;"""MANZONI - DINA E CLARENZA"" ME";VIA GHIBELLINA, 211;98123;029;MESSINA;MEIC86700E@istruzione.it;MEIC86700E@pec.istruzione.it;0902921015;97093460836
Messina;ISTITUTO COMPRENSIVO;MEIC869006;"N.11""PAINO-GRAV.""ME";PIAZZA VERSACI;98122;029;MESSINA;MEIC869006@istruzione.it;MEIC869006@pec.istruzione.it;090713520;97062030834
Messina;ISTITUTO COMPRENSIVO;MEIC871006;"I.C. VILLA LINA-RITIRO""ME";VIA  SILA 29;98121;028;MESSINA;MEIC871006@istruzione.it;MEIC871006@pec.istruzione.it;090362387;97093380836
Messina;ISTITUTO COMPRENSIVO;MEIC872002;"N.19""E.DA MESSINA""ME";VIA ADOLFO ROMANO SN;98165;028;MESSINA;MEIC872002@istruzione.it;MEIC872002@pec.istruzione.it;090392008;97062190836
Messina;ISTITUTO COMPRENSIVO;MEIC87300T;I.C. PASCOLI-CRISPI;VIA  GRAN PRIORATO, 11;98121;028;MESSINA;MEIC87300T@istruzione.it;MEIC87300T@pec.istruzione.it;090360007;80006860839
Messina;ISTITUTO COMPRENSIVO;MEIC87400N;ISTITUTO COMPRENSIVO - SAPONARA;VIA FIRENZE;98047;037;SAPONARA;MEIC87400N@istruzione.it;MEIC87400N@pec.istruzione.it;090333120;97062220831
Messina;ISTITUTO COMPRENSIVO;MEIC876009;I.C. DI TORREGROTTA;VIA  CROCIERI;98040;037;TORREGROTTA;MEIC876009@istruzione.it;MEIC876009@pec.istruzione.it;0909981200;82002820833
Messina;ISTITUTO COMPRENSIVO;MEIC877005;TORRENOVA;VIA G. MARCONI S.N.;98070;031;TORRENOVA;MEIC877005@istruzione.it;MEIC877005@pec.istruzione.it;0941785127;84004450833
Messina;ISTITUTO COMPRENSIVO;MEIC878001;RITA LEVI-MONTALCINI;VIA PROFESSOR PROFETA, 27;98068;033;SAN PIERO PATTI;MEIC878001@istruzione.it;MEIC878001@pec.istruzione.it;0941661033;94007180832
Messina;ISTITUTO COMPRENSIVO;MEIC87900R;"N.1 ""CESAREO""S.AGATA MILITELLO";VIA VITTORIO VENETO, 103;98076;031;SANT'AGATA DI MILITELLO;MEIC87900R@istruzione.it;MEIC87900R@pec.istruzione.it;0941701453;84004440834
Messina;ISTITUTO COMPRENSIVO;MEIC88100R;I.C. CAPUANA;VIA  DEGLI STUDI, 2;98051;038;BARCELLONA POZZO DI GOTTO;MEIC88100R@istruzione.it;MEIC88100R@pec.istruzione.it;0909703217;83001450838
Messina;ISTITUTO COMPRENSIVO;MEIC88200L;"I.C. N.12""BATTISTI - FOSCOLO""";VIA MANZONI, 66;98121;028;MESSINA;MEIC88200L@istruzione.it;MEIC88200L@pec.istruzione.it;09048120;97093240832
Messina;ISTITUTO COMPRENSIVO;MEIC88300C;I.C. PRIMO MILAZZO;VIA DEL QUARTIERE, 26;98057;037;MILAZZO;MEIC88300C@istruzione.it;MEIC88300C@pec.istruzione.it;0909281409;82002420832
Messina;ISTITUTO COMPRENSIVO;MEIC885004;"N.2""MARCONI""S.AGATA MILIT.";VIA DON BOSCO, 8;98076;031;SANT'AGATA DI MILITELLO;MEIC885004@istruzione.it;MEIC885004@pec.istruzione.it;0941701443;84004540831
Messina;ISTITUTO COMPRENSIVO;MEIC88600X;"N.1""FOSCOLO""TAORMINA";VIA DIETRO CAPPUCCINI;98039;035;TAORMINA;MEIC88600X@istruzione.it;MEIC88600X@pec.istruzione.it;0942628612;96005640832
Messina;ISTITUTO COMPRENSIVO;MEIC88700Q;"I.C.S.  N. 7 ""ENZO DRAGO""  ME";VIA CATANIA 103 IS. 26/C;98124;029;MESSINA;MEIC88700Q@istruzione.it;MEIC88700Q@pec.istruzione.it;0902939556;80006740833
Messina;ISTITUTO COMPRENSIVO;MEIC88900B;I.C.S.TERESA DI RIVA;VIA  DELLE COLLINE;98028;036;SANTA TERESA DI RIVA;MEIC88900B@istruzione.it;MEIC88900B@pec.istruzione.it;0942793140;97061870834
Messina;ISTITUTO COMPRENSIVO;MEIC89100B;I.C. N. 1 TORTORICI;VIA ZAPPULLA  88;98078;032;TORTORICI;MEIC89100B@istruzione.it;MEIC89100B@pec.istruzione.it;0941421202;95008790834
Messina;ISTITUTO COMPRENSIVO;MEIC893003;"I.C. ""BOER-VERONA TRENTO"" ME";VIA XXIV MAGGIO, 84;98122;028;MESSINA;MEIC893003@istruzione.it;MEIC893003@pec.istruzione.it;09042910;80007240833
Messina;ISTITUTO COMPRENSIVO;MEIC89400V;"I.C.""MAZZINI"" MESSINA";VIA        ORATORIO S.FRANCESCO;98122;028;MESSINA;MEIC89400V@istruzione.it;MEIC89400V@pec.istruzione.it;090771810;80008020838
Messina;ISTITUTO COMPRENSIVO;MEIC89600E;I.C.  MAZZINI-GALLO;VIA NATOLI;98123;029;MESSINA;MEIC89600E@istruzione.it;MEIC89600E@pec.istruzione.it;0902936258;97105620831
Messina;ISTITUTO COMPRENSIVO;MEIC89700A;GIUSEPPE CATALFAMO;VIA DEI GELSOMINI, 9;98125;029;MESSINA;MEIC89700A@istruzione.it;MEIC89700A@pec.istruzione.it;090622710;97105690834
Messina;ISTITUTO COMPRENSIVO;MEIC898006;I.C. MILITI;P.ZZA M. MONTESSORI, 1;98051;038;BARCELLONA POZZO DI GOTTO;MEIC898006@istruzione.it;MEIC898006@pec.istruzione.it;0909797797;90003500833
Messina;ISTITUTO COMPRENSIVO;MEIC899002;I.C. BALOTTA;VIA SALITA II DEL CARMINE, 19;98051;038;BARCELLONA POZZO DI GOTTO;MEIC899002@istruzione.it;MEIC899002@pec.istruzione.it;0909761133;83001330832
Messina;ISTITUTO COMPRENSIVO;MEIC8AA00E;I.C. SECONDO MILAZZO;VIA RISORGIMENTO, 65;98057;037;MILAZZO;MEIC8AA00E@istruzione.it;MEIC8AA00E@pec.istruzione.it;0909281240;92025030831
Messina;ISTITUTO COMPRENSIVO;MEIC8AB00A;I.C. TERZO  MILAZZO;VIA CARRUBARO, 5;98057;037;MILAZZO;MEIC8AB00A@istruzione.it;MEIC8AB00A@pec.istruzione.it;0909229481;92025020832
Messina;ISTITUTO COMPRENSIVO;MEIC8AC006;I.C.TREMESTIERI;S.S.114 KM 5,600;98128;029;MESSINA;MEIC8AC006@istruzione.it;MEIC8AC006@pec.istruzione.it;090622946;97105730838
Messina;ISTITUTO COMPRENSIVO;MEIC8AD002;I.C. S.MARGHERITA MESSINA;PIAZZA POZZO;98142;029;MESSINA;MEIC8AD002@istruzione.it;MEIC8AD002@pec.istruzione.it;090610236;97110520836
Messina;ISTITUTO COMPRENSIVO;MEIC8AE00T;ISTITUTO COMPRENSIVO PARADISO;VIA DEL FANTE N. 18 SS. ANNUNZIATA;98168;028;MESSINA;MEIC8AE00T@istruzione.it;MEIC8AE00T@pec.istruzione.it;090357135;97110530835
Messina;ISTITUTO SUPERIORE;MEIS001004;I.S.MISTRETTA MANZONI;VIA NAZIONALE N. 182;98073;030;MISTRETTA;MEIS001004@istruzione.it;MEIS001004@pec.istruzione.it;0921381135;85000490830
Messina;ISTITUTO SUPERIORE;MEIS00200X;"I.S.""G.B. IMPALLOMENI""";VIA SPOTO N. 3;98057;037;MILAZZO;MEIS00200X@istruzione.it;MEIS00200X@pec.istruzione.it;0909224511;82001980836
Messina;ISTITUTO SUPERIORE;MEIS00300Q;"I.I.S. SANT'AGATA DI M.LLO "" L.SCIASCIA""";C/DA MUTI;98076;031;SANT'AGATA DI MILITELLO;MEIS00300Q@istruzione.it;MEIS00300Q@pec.istruzione.it;0941701720;95001840834
Messina;ISTITUTO SUPERIORE;MEIS00800V;IS ISA CONTI ELLER VAINICHER;VIA        TORRENTE S.LUCIA;98055;037;LIPARI;MEIS00800V@istruzione.it;MEIS00800V@pec.istruzione.it;0909811120;81001050830
Messina;ISTITUTO SUPERIORE;MEIS00900P;I.S.MINUTOLI MESSINA;CONTRADA GAZZI FUCILE;98147;029;MESSINA;MEIS00900P@istruzione.it;MEIS00900P@pec.istruzione.it;0090685800;97061930836
Messina;ISTITUTO SUPERIORE;MEIS01100P;I.S.BARCELLONA FERRARI;VICO PICARDI;98051;038;BARCELLONA POZZO DI GOTTO;MEIS01100P@istruzione.it;MEIS01100P@pec.istruzione.it;0909702516;83000870838
Messina;ISTITUTO SUPERIORE;MEIS01300A;"I.S.""BISAZZA"" ME";VIALE ANNUNZIATA N.10/A;98168;028;MESSINA;MEIS01300A@istruzione.it;MEIS01300A@pec.istruzione.it;090358716;80006550836
Messina;ISTITUTO SUPERIORE;MEIS01600T;"I.I.S. ""RENATO GUTTUSO""";VIA XX LUGLIO;98057;037;MILAZZO;MEIS01600T@istruzione.it;MEIS01600T@pec.istruzione.it;0909282938;82001800836
Messina;ISTITUTO SUPERIORE;MEIS019009;"IST.ISTR.SUP. ""ANTONELLO"" MESSINA";V.LE GIOSTRA  N.2;98121;028;MESSINA;MEIS019009@istruzione.it;MEIS019009@pec.istruzione.it;0905731583;80009620834
Messina;ISTITUTO SUPERIORE;MEIS023001;IIS  BORGHESE - FARANDA - PATTI;VIA MONSIGNORE A.FICARRA;98066;033;PATTI;MEIS023001@istruzione.it;MEIS023001@pec.istruzione.it;094121007;94014110830
Messina;ISTITUTO SUPERIORE;MEIS02400R;ITC CAPO D'ORLANDO MERENDINO;CONTRADA SANTA LUCIA;98071;032;CAPO D'ORLANDO;MEIS02400R@istruzione.it;MEIS02400R@pec.istruzione.it;0941901063;95002390839
Messina;ISTITUTO SUPERIORE;MEIS027008;VERONA TRENTO - MESSINA;VIA UGO BASSI IS. 148;98123;029;MESSINA;MEIS027008@istruzione.it;MEIS027008@pec.istruzione.it;0902934854;03224560833
Messina;ISTITUTO SUPERIORE;MEIS02900X;"""MAUROLICO"" MESSINA";VIA        CAVOUR 63;98122;028;MESSINA;MEIS02900X@istruzione.it;MEIS02900X@pec.istruzione.it;0090672110;80007300835
Messina;ISTITUTO SUPERIORE;MEIS03100X;LA FARINA - BASILE;VIA ORATORIO DELLA PACE 5;98122;028;MESSINA;MEIS03100X@istruzione.it;MEIS03100X@pec.istruzione.it;09044910;97110560832
Messina;ISTITUTO SUPERIORE;MEIS03200Q;ISTITUTO SUPERIORE CAMINITI-TRIMARCHI;VIA LUNGOMARE CENTRO;98028;036;SANTA TERESA DI RIVA;MEIS03200Q@istruzione.it;MEIS03200Q@pec.istruzione.it;0942793130;97110570831
Messina;ISTITUTO SUPERIORE;MEIS03300G;"I.I.S.S. ""PUGLIATTI "" TAORMINA";CONTRADA  ARANCIO SNC;98039;035;TAORMINA;MEIS03300G@istruzione.it;MEIS03300G@pec.istruzione.it;094250237;87002140835
Messina;ISTITUTO SUPERIORE;MEIS03400B;BARCELLONA MEDI;VIA DEGLI STUDI 74;98051;038;BARCELLONA POZZO DI GOTTO;MEIS03400B@istruzione.it;MEIS03400B@pec.istruzione.it;0909761268;90017860835
Messina;ISTITUTO SUPERIORE;MEIS03700V;"IST. TEC. ECONOMICO ""A.M.JACI""";VIA  CESARE BATTISTI 88;98122;028;MESSINA;MEIS03700V@istruzione.it;MEIS03700V@pec.istruzione.it;090710401;97135960835
Messina;CPIA;MEMM574003;CPIA - MESSINA;VIA UNIVERSITA', 2;98122;028;MESSINA;MEMM574003@istruzione.it;MEMM574003@pec.istruzione.it;0907000453;97117170833
Messina;LICEO CLASSICO;MEPC060006;LICEO VITTORIO EMANUELE III PATTI;VIA  TRIESTE 43;98066;033;PATTI;MEPC060006@istruzione.it;MEPC060006@pec.istruzione.it;094121409;86000610831
Messina;ISTITUTO MAGISTRALE;MEPM010009;""" AINIS "" MESSINA";VIA        ANTONELLO FRERI;98124;029;MESSINA;MEPM010009@istruzione.it;MEPM010009@pec.istruzione.it;0902935964;80006710836
Messina;LICEO SCIENTIFICO;MEPS010008;"""ARCHIMEDE"" MESSINA";V.LE       REG. MARGHERITA 3;98121;028;MESSINA;MEPS010008@istruzione.it;MEPS010008@pec.istruzione.it;09052438;80002840835
Messina;LICEO SCIENTIFICO;MEPS03000D;"""SEGUENZA"" MESSINA";VIA   S. AGOSTINO N.1;98122;028;MESSINA;MEPS03000D@istruzione.it;MEPS03000D@pec.istruzione.it;0090673569;80005740834
Messina;LICEO SCIENTIFICO;MEPS22000L;LICEO LUCIO PICCOLO;VIA  CONSOLARE ANTICA SNC;98071;032;CAPO D'ORLANDO;MEPS22000L@istruzione.it;MEPS22000L@pec.istruzione.it;0941902103;95029310836
Messina;IST TEC COMMERCIALE E PER GEOMETRI;METD05000E;I.T. L.DA VINCI ECONOMICO TECNOLOGICO;VIA COLONNELLO MAGISTRI;98057;037;MILAZZO;METD05000E@istruzione.it;METD05000E@pec.istruzione.it;0909281320;92011390835
Messina;IST TEC COMMERCIALE E PER GEOMETRI;METD08000A;"ITET ""E. FERMI"" ECONOMICO E TECNOLOGICO";VIA        PITAGORA 42;98051;038;BARCELLONA POZZO DI GOTTO;METD08000A@istruzione.it;METD08000A@pec.istruzione.it;0909798024;83001090832
Messina;IST TEC COMMERCIALE E PER GEOMETRI;METD110001;"ITET  "" G. TOMASI DI LAMPEDUSA""";VIA PARCO DEGLI ULIVI;98076;031;SANT'AGATA DI MILITELLO;METD110001@istruzione.it;METD110001@pec.istruzione.it;0941702142;95008780835
Messina;ISTITUTO TECNICO INDUSTRIALE;METF020001;ISTITUTO TECNICO TECNOLOGICO E.MAJORANA;VIA        TRE MONTI , 4;98057;037;MILAZZO;METF020001@istruzione.it;METF020001@pec.istruzione.it;0909221775;92013510836
Messina;ISTITUTO TECNICO INDUSTRIALE;METF03000G;ITT-LSSA COPERNICO;VIA        ROMA 250;98051;038;BARCELLONA POZZO DI GOTTO;METF03000G@istruzione.it;METF03000G@pec.istruzione.it;0909797333;83001030838
Messina;ISTITUTO TECNICO INDUSTRIALE;METF040006;ITI S.AGATA M.LLO TORRICELLI;VIA        VALLONE POSTA;98076;031;SANT'AGATA DI MILITELLO;METF040006@istruzione.it;METF040006@pec.istruzione.it;0941706035;84004130831
Messina;ISTITUTO TECNICO NAUTICO;METH01000T;"I.T.T.L.  ""CAIO DUILIO""";VIA GIUSEPPE LA FARINA N.70;98123;029;MESSINA;METH01000T@istruzione.it;METH01000T@pec.istruzione.it;0902931850;80004460830
Palermo;DIREZIONE DIDATTICA;PAEE00300B;D.D. E. ARCULEO - PA;VIA VITO SCHIFANI  3;90129;041;PALERMO;PAEE00300B@istruzione.it;PAEE00300B@pec.istruzione.it;091484496;80014580825
Palermo;DIREZIONE DIDATTICA;PAEE012006;D.D. F. SAVERIO CAVALLARI - PA;CORSO DEI MILLE 793;90123;041;PALERMO;PAEE012006@istruzione.it;PAEE012006@pec.istruzione.it;0916215303;80027620824
Palermo;DIREZIONE DIDATTICA;PAEE013002;D.D. A. DE GASPERI - PA;P.ZZA PAPA GIOVANNI PAOLO II;90146;070;PALERMO;PAEE013002@istruzione.it;PAEE013002@pec.istruzione.it;091513992;80025420821
Palermo;DIREZIONE DIDATTICA;PAEE017009;D.D. E. DE AMICIS - PA;VIA ROSSO S.SECONDO, 1;90135;043;PALERMO;PAEE017009@istruzione.it;PAEE017009@pec.istruzione.it;091409294;80013720828
Palermo;DIREZIONE DIDATTICA;PAEE019001;D.D. A. GABELLI - PA;VIA EUGENIO L'EMIRO 30;90135;039;PALERMO;PAEE019001@istruzione.it;PAEE019001@pec.istruzione.it;091214069;80013320827
Palermo;DIREZIONE DIDATTICA;PAEE020005;D.D. N. GARZILLI - PA;VIA ISONZO 7;90144;043;PALERMO;PAEE020005@istruzione.it;PAEE020005@pec.istruzione.it;0916253767;80017100829
Palermo;DIREZIONE DIDATTICA;PAEE02900G;D.D. MONTI IBLEI - PA;VIA MONTE SAN CALOGERO 20;90146;070;PALERMO;PAEE02900G@istruzione.it;PAEE02900G@pec.istruzione.it;091517943;80017960826
Palermo;DIREZIONE DIDATTICA;PAEE03100G;D.D. E. SALGARI - PA;VIA PARATORE 34;90124;041;PALERMO;PAEE03100G@istruzione.it;PAEE03100G@pec.istruzione.it;0916477710;80016020820
Palermo;DIREZIONE DIDATTICA;PAEE03200B;D.D. F. ORESTANO - PA;VIA CONTE FEDERICO 1;90124;041;PALERMO;PAEE03200B@istruzione.it;PAEE03200B@pec.istruzione.it;0919828966;80015400825
Palermo;DIREZIONE DIDATTICA;PAEE033007;D.D. ALESSANDRA SIRAGUSA - PA;VIA AMM. U. CAGNI,42;90146;070;PALERMO;PAEE033007@istruzione.it;PAEE033007@pec.istruzione.it;0916711192;80014380820
Palermo;DIREZIONE DIDATTICA;PAEE034003;D.D. PARTANNA MONDELLO - PA;VIA SANTOCANALE, 23/B;90151;070;PALERMO;PAEE034003@istruzione.it;PAEE034003@pec.istruzione.it;091451555;80017200827
Palermo;DIREZIONE DIDATTICA;PAEE03700E;D.D. RAGUSA MOLETI - PA;VIA RAGUSA MOLETI 8;90129;041;PALERMO;PAEE03700E@istruzione.it;PAEE03700E@pec.istruzione.it;0916570710;80027580820
Palermo;DIREZIONE DIDATTICA;PAEE039006;D.D. ROSOLINO PILO - PA;VIA S.LA FRANCA 70;90127;039;PALERMO;PAEE039006@istruzione.it;PAEE039006@pec.istruzione.it;0916162518;80013600822
Palermo;DIREZIONE DIDATTICA;PAEE04000A;D.D. NAZARIO SAURO - PA;VIA AMEDEO D'AOSTA 20;90123;041;PALERMO;PAEE04000A@istruzione.it;PAEE04000A@pec.istruzione.it;0916217274;80028460824
Palermo;DIREZIONE DIDATTICA;PAEE042002;D.D. TOMASELLI - PA;VIA ABRUZZI,2;90144;070;PALERMO;PAEE042002@istruzione.it;PAEE042002@pec.istruzione.it;091204823;80012520823
Palermo;DIREZIONE DIDATTICA;PAEE054008;D.D. BAGHERIA I - G. BAGNERA;PIAZZA LEONARDO DA VINCI;90011;045;BAGHERIA;PAEE054008@istruzione.it;PAEE054008@pec.istruzione.it;091943332;81002810828
Palermo;DIREZIONE DIDATTICA;PAEE055004;D.D. BAGHERIA II- G. CIRINCIONE;VIA D'AMICO 1;90011;045;BAGHERIA;PAEE055004@istruzione.it;PAEE055004@pec.istruzione.it;091943014;81002330827
Palermo;DIREZIONE DIDATTICA;PAEE05700Q;"D.D. "" KAROL WOJTYLA""";PIAZZA DELLA LIBERTA';90031;045;BELMONTE MEZZAGNO;PAEE05700Q@istruzione.it;PAEE05700Q@pec.istruzione.it;0918729820;80034300824
Palermo;DIREZIONE DIDATTICA;PAEE063003;D.D. CAPACI - A. DE GASPERI;CORSO ISOLA DELLE FEMMINE  SNC;90040;042;CAPACI;PAEE063003@istruzione.it;PAEE063003@pec.istruzione.it;0918671318;80029580828
Palermo;DIREZIONE DIDATTICA;PAEE077001;D.D. MISILMERI I - TRAINA;VIA FIUME  N. 2;90036;045;MISILMERI;PAEE077001@istruzione.it;PAEE077001@pec.istruzione.it;0918722600;97168990824
Palermo;DIREZIONE DIDATTICA;PAEE09300V;D.D. TERMINI IMERESE I CIRCOLO;VIA DEL MAZZIERE;90018;046;TERMINI IMERESE;PAEE09300V@istruzione.it;PAEE09300V@pec.istruzione.it;0918113191;87000850823
Palermo;DIREZIONE DIDATTICA;PAEE09500E;D.D. VILLABATE I - DON MILANI;CORSO VITTORIO EMANUELE N.136;90039;045;VILLABATE;PAEE09500E@istruzione.it;PAEE09500E@pec.istruzione.it;0916143526;80020080828
Palermo;DIREZIONE DIDATTICA;PAEE10200C;D.D. BAGHERIA III-L. PIRANDELLO;VIA FILIPPO BUTTITTA;90011;045;BAGHERIA;PAEE10200C@istruzione.it;PAEE10200C@pec.istruzione.it;091961624;81003790821
Palermo;DIREZIONE DIDATTICA;PAEE103008;D.D. CASTELDACCIA;VIA LUNGARINI;90014;045;CASTELDACCIA;PAEE103008@istruzione.it;PAEE103008@pec.istruzione.it;091953342;81003710829
Palermo;DIREZIONE DIDATTICA;PAEE10700G;D.D. TERRASINI - DON L. MILANI;VIA PAPA GIOVANNI;90049;044;TERRASINI;PAEE10700G@istruzione.it;PAEE10700G@pec.istruzione.it;0918619715;80056310826
Palermo;DIREZIONE DIDATTICA;PAEE11300V;D.D. VILLABATE II;VIA FIDUCCIA 7/A;90039;045;VILLABATE;PAEE11300V@istruzione.it;PAEE11300V@pec.istruzione.it;0916159077;97113440826
Palermo;DIREZIONE DIDATTICA;PAEE117006;D.D. MISILMERI II- V. LANDOLINA;VIA ELIO VITTORINI, SNC;90036;045;MISILMERI;PAEE117006@istruzione.it;PAEE117006@pec.istruzione.it;0918734841;94004320829
Palermo;ISTITUTO COMPRENSIVO;PAIC81000C;I.C. CAMPOFELICE /COLLESANO;VIA PAPA GIOVANNI XXIII, 19;90010;048;CAMPOFELICE DI ROCCELLA;PAIC81000C@istruzione.it;PAIC81000C@pec.istruzione.it;0921428271;82000430825
Palermo;ISTITUTO COMPRENSIVO;PAIC811008;I.C. ALTAVILLA MILICIA;VIA  CADUTI DI NASSIRIYA N.4;90010;045;ALTAVILLA MILICIA;PAIC811008@istruzione.it;PAIC811008@pec.istruzione.it;091951037;87001450821
Palermo;ISTITUTO COMPRENSIVO;PAIC812004;I.C. CIMINNA -DON RIZZO;VIA TRIESTE,25;90023;050;CIMINNA;PAIC812004@istruzione.it;PAIC812004@pec.istruzione.it;0918204487;97169260821
Palermo;ISTITUTO COMPRENSIVO;PAIC81300X;I.C.PEREZ-M.TERESA DI CALCUTTA;P.ZZA  PEREZ N.1;90127;039;PALERMO;PAIC81300X@istruzione.it;PAIC81300X@pec.istruzione.it;0916172218;80014940821
Palermo;ISTITUTO COMPRENSIVO;PAIC81400Q;I.C. BORGETTO/ PARTINICO;VIA PRIMAVERA DI PRAGA, 1;90042;044;BORGETTO;PAIC81400Q@istruzione.it;PAIC81400Q@pec.istruzione.it;0918981036;80027570821
Palermo;ISTITUTO COMPRENSIVO;PAIC81500G;I.C. SAN CIPIRELLO;VIA A.GRAMSCI,2;90040;047;SAN CIPIRELLO;PAIC81500G@istruzione.it;PAIC81500G@pec.istruzione.it;0918581053;97030190827
Palermo;ISTITUTO COMPRENSIVO;PAIC81600B;"I.C. ""ALFONSO GIORDANO""";VIA AUTONOMIA 17/A;90025;050;LERCARA FRIDDI;PAIC81600B@istruzione.it;PAIC81600B@pec.istruzione.it;0918251147;85000510827
Palermo;ISTITUTO COMPRENSIVO;PAIC817007;I.C. BEATO DON PINO PUGLISI;VIA SAN MARCO 59;90030;050;VILLAFRATI;PAIC817007@istruzione.it;PAIC817007@pec.istruzione.it;0918201468;97168730824
Palermo;ISTITUTO COMPRENSIVO;PAIC818003;I.C. POLLINA/S.MAURO CASTELVERD;VIA L. SCIASCIA;90010;048;POLLINA;PAIC818003@istruzione.it;PAIC818003@pec.istruzione.it;0921426567;82000690824
Palermo;ISTITUTO COMPRENSIVO;PAIC81900V;I.C. CALTAVUTURO -G. ODDO;P.TTA CAV. DI VITT.VENETO N.1;90022;051;CALTAVUTURO;PAIC81900V@istruzione.it;PAIC81900V@pec.istruzione.it;0921541196;87001510822
Palermo;ISTITUTO COMPRENSIVO;PAIC820003;I.C. CASTELLANA S. /POLIZZI G.;CONTRADA   FRAZZUCCHI;90020;051;CASTELLANA SICULA;PAIC820003@istruzione.it;PAIC820003@pec.istruzione.it;0921562586;96021870827
Palermo;ISTITUTO COMPRENSIVO;PAIC82300E;I.C. CHIUSA/SCLAFANI- G. REINA;VIA COCCHIARA,4;90033;049;CHIUSA SCLAFANI;PAIC82300E@istruzione.it;PAIC82300E@pec.istruzione.it;0918354028;97167490826
Palermo;ISTITUTO COMPRENSIVO;PAIC825006;I.C. MONTEMAGGIORE BELSITO;VIA GIUNTA MUNICIPALE;90020;046;MONTEMAGGIORE BELSITO;PAIC825006@istruzione.it;PAIC825006@pec.istruzione.it;0918996224;87001030821
Palermo;ISTITUTO COMPRENSIVO;PAIC82800N;I.C. ALIA/ROCCAPALUMBA/VALLEDOL;VIA PAGLIERE, 1;90021;050;ALIA;PAIC82800N@istruzione.it;PAIC82800N@pec.istruzione.it;0918214328;93003390825
Palermo;ISTITUTO COMPRENSIVO;PAIC82900D;I.C. CERDA- L. PIRANDELLO;VIA A.DE GASPERI N.2/4;90010;046;CERDA;PAIC82900D@istruzione.it;PAIC82900D@pec.istruzione.it;0918999873;87001630828
