Tipo Istituto,Codice,Denominazione,Indirizzo,CAP,Comune,E-mail,Telefono
ISTITUTO COMPRENSIVO,PAIC83000N,I.C. PETRALIA SOPRANA,VIA G.L.SGADARI,90026,PETRALIA SOPRANA,PAIC83000N@istruzione.it,0921641202
ISTITUTO COMPRENSIVO,PAIC834001,I.C. ISOLA DELLE FEMMINE-F.RISO,"VIA MANZONI,2",90040,ISOLA DELLE FEMMINE,PAIC834001@istruzione.it,0918617232
ISTITUTO COMPRENSIVO,PAIC83600L,I.C. BAGHERIA - T. AIELLO,VIA CONSOLARE 119,90011,BAGHERIA,PAIC83600L@istruzione.it,091902866
ISTITUTO COMPRENSIVO,PAIC83700C,I.C. RETTORE F.EVOLA,"VIA BOMMARITO N,16",90041,BALESTRATE,PAIC83700C@istruzione.it,0918980071
ISTITUTO COMPRENSIVO,PAIC838008,"I.C.S. ""EMANUELE VENTIMIGLIA""","VIA PLACIDO RIZZOTTO, 42/A",90031,BELMONTE MEZZAGNO,PAIC838008@istruzione.it,0918729870
ISTITUTO COMPRENSIVO,PAIC839004,I.C. MARINEO - BOLOGNETTA,CORSO DEI MILLE N.2,90035,MARINEO,PAIC839004@istruzione.it,0918725114
ISTITUTO COMPRENSIVO,PAIC840008,I.C. CAMPOREALE,P.ZA DELLE MIMOSE CENTRO NUOVO,90043,CAMPOREALE,PAIC840008@istruzione.it,092437397
ISTITUTO COMPRENSIVO,PAIC84200X,I.C. CASTELDACCIA,VIA CARLO CATTANEO N. 80,90014,CASTELDACCIA,PAIC84200X@istruzione.it,091954299
ISTITUTO COMPRENSIVO,PAIC84300Q,I.C. ALTOFONTE - E. ARMAFORTE,"VIALE EUROPA,5",90030,ALTOFONTE,PAIC84300Q@istruzione.it,091437252
ISTITUTO COMPRENSIVO,PAIC84500B,I.C. GANGI - F. P. POLIZZANO,VIA S.LEONARDO,90024,GANGI,PAIC84500B@istruzione.it,0921644579
ISTITUTO COMPRENSIVO,PAIC846007,I.C. CINISI,"VIA SACRAMENTO,3",90045,CINISI,PAIC846007@istruzione.it,0918664152
ISTITUTO COMPRENSIVO,PAIC847003,I.C. ANTONINO CAPONNETTO -PA,VIA SOCRATE N. 11,90147,PALERMO,PAIC847003@istruzione.it,091533124
ISTITUTO COMPRENSIVO,PAIC84800V,I.C. SFERRACAVALLO /ONORATO -PA,"VIA TACITO,34",90148,PALERMO,PAIC84800V@istruzione.it,091532549
ISTITUTO COMPRENSIVO,PAIC84900P,I.C. BAGHERIA IV - ASPRA,VIA GROTTE,90011,BAGHERIA,PAIC84900P@istruzione.it,091943333
ISTITUTO COMPRENSIVO,PAIC85000V,"I.C. BISACQUINO ""MONS. G.BACILE","VIA G. GENOVESE, 4",90032,BISACQUINO,PAIC85000V@istruzione.it,0918351522
ISTITUTO COMPRENSIVO,PAIC85100P,I.C. G.A.COLOZZA /BONFIGLIO-PA,"VIA IMERA,32",90138,PALERMO,PAIC85100P@istruzione.it,091582068
ISTITUTO COMPRENSIVO,PAIC85200E,I.C. G. DI VITTORIO -PA,"VIA DI VITTORIO,11",90121,PALERMO,PAIC85200E@istruzione.it,0916216635
ISTITUTO COMPRENSIVO,PAIC85300A,I.C. MANTEGNA /BONANNO -PA,"VIA BOLOGNI, 4",90136,PALERMO,PAIC85300A@istruzione.it,0916680889
ISTITUTO COMPRENSIVO,PAIC854006,I.C. KAROL WOJTYLA  -PA,"VIA DELL'ARSENALE,62",90142,PALERMO,PAIC854006@istruzione.it,0916376671
ISTITUTO COMPRENSIVO,PAIC855002,I.C. RENATO GUTTUSO -PA,VIA MESSINA MARINE N.811,90121,PALERMO,PAIC855002@istruzione.it,0916144932
ISTITUTO COMPRENSIVO,PAIC85600T,I.C. BOCCADIFALCO/TOMASI DI L.,VIA DOGALI,90135,PALERMO,PAIC85600T@istruzione.it,0916760335
ISTITUTO COMPRENSIVO,PAIC85800D,I.C.S. MARGHERITA DI NAVARRA,"VIA PAPA GIOVANNI PAOLO II, SNC",90046,MONREALE,PAIC85800D@istruzione.it,0916535962
ISTITUTO COMPRENSIVO,PAIC859009,I.C. A. VENEZIANO-P. NOVELLI,"VIA KENNEDY, 2",90046,MONREALE,PAIC859009@istruzione.it,0916404455
ISTITUTO COMPRENSIVO,PAIC86000D,I.C. CARINI-VILLAGRAZIA GUTTUSO,VIA ISCHIA 65/67,90044,CARINI,PAIC86000D@istruzione.it,0918674901
ISTITUTO COMPRENSIVO,PAIC861009,I.C. CARINI - LAURA LANZA,VIA A. PRANO 72/74,90044,CARINI,PAIC861009@istruzione.it,0918661056
ISTITUTO COMPRENSIVO,PAIC862005,I.C. MONTELEPRE-MANZONI,VIA MADONNA DEL CARMINE,90040,MONTELEPRE,PAIC862005@istruzione.it,0918984230
ISTITUTO COMPRENSIVO,PAIC86400R,I.C. MONREALE - GUGLIELMO II,VIA B. D'ACQUISTO 33,90046,MONREALE,PAIC86400R@istruzione.it,0916404489
ISTITUTO COMPRENSIVO,PAIC86500L,I.C. BAGHERIA- IGNAZIO BUTTITTA,"VIA FLAVIO GIOIA, 4",90011,BAGHERIA,PAIC86500L@istruzione.it,091943343
ISTITUTO COMPRENSIVO,PAIC86900X,I.C. FALCONE /FONDO RAFFO -PA,"VIA MARCHESE PENSABENE, 34",90146,PALERMO,PAIC86900X@istruzione.it,0916710763
ISTITUTO COMPRENSIVO,PAIC870004,I.C. LEONARDO SCIASCIA-PA,"VIA FRANCESCO DE GOBBIS,13",90146,PALERMO,PAIC870004@istruzione.it,091244310
ISTITUTO COMPRENSIVO,PAIC87100X,I.C. MICHELANGELO BUONARROTI-PA,"VIA TEMBIEN,1",90135,PALERMO,PAIC87100X@istruzione.it,091221001
ISTITUTO COMPRENSIVO,PAIC87200Q,I.C. PADRE PINO PUGLISI-PA,"VIA PANZERA,28",90124,PALERMO,PAIC87200Q@istruzione.it,0916307402
ISTITUTO COMPRENSIVO,PAIC87300G,I.C. L.PIRANDELLO/B. ULIVIA -PA,"VIA ORTIGIA, 19",90125,PALERMO,PAIC87300G@istruzione.it,091447736
ISTITUTO COMPRENSIVO,PAIC87400B,I.C PRINCIP. ELENA DI NAPOLI-PA,VIA USTICA 46,90135,PALERMO,PAIC87400B@istruzione.it,0916765738
ISTITUTO COMPRENSIVO,PAIC87700V,I.C. ANTONIO UGO -PA,"VIA ETTORE ARCULEO, 39",90135,PALERMO,PAIC87700V@istruzione.it,091211794
ISTITUTO COMPRENSIVO,PAIC87800P,I.C. GIUSEPPE VERDI -PA,VIA A. CASELLA N. 33/35,90145,PALERMO,PAIC87800P@istruzione.it,0916831487
ISTITUTO COMPRENSIVO,PAIC87900E,I.C. MANZONI /IMPASTATO - PA,"VIA FILIPPO PARLATORE ,56",90145,PALERMO,PAIC87900E@istruzione.it,0916823926
ISTITUTO COMPRENSIVO,PAIC88000P,I.C. PARTINICO CASSARA' - GUIDA,"VIA SCIOPERO ALLA ROVESCIA, 8",90047,PARTINICO,PAIC88000P@istruzione.it,0917296754
ISTITUTO COMPRENSIVO,PAIC88100E,I.C. PIANA DEGLI ALBANESI,VIA PIETRA DI MARIA,90037,PIANA DEGLI ALBANESI,PAIC88100E@istruzione.it,0918561000
ISTITUTO COMPRENSIVO,PAIC88200A,I.C. PRIZZI,VIA FOSSA DELLA NEVE,90038,PRIZZI,PAIC88200A@istruzione.it,0918345040
ISTITUTO COMPRENSIVO,PAIC884002,IST. COMPRENS SAN GIUSEPPE JATO,CONTRADA MORTILLI SNC,90048,SAN GIUSEPPE JATO,PAIC884002@istruzione.it,0918579953
ISTITUTO COMPRENSIVO,PAIC88500T,I.C. SANTA FLAVIA - K. WOJTYLA,"CORSO VITTORIO EMANUELE ORLANDO, 156",90017,SANTA FLAVIA,PAIC88500T@istruzione.it,091947060
ISTITUTO COMPRENSIVO,PAIC88600N,I.C. TERMINI-BALSAMO/PANDOLFINI,"SALITA SAN GIROLAMO, SNC",90018,TERMINI IMERESE,PAIC88600N@istruzione.it,0918111808
ISTITUTO COMPRENSIVO,PAIC88700D,I.C. TERRASINI - GIOVANNI XXIII,"VIALE GIUSEPPE CONSIGLIO, 01",90049,TERRASINI,PAIC88700D@istruzione.it,0918619723
ISTITUTO COMPRENSIVO,PAIC888009,IC. TRABIA -GIOVANNI XXIII,"VIA PIERSANTI MATTARELLA, 9",90019,TRABIA,PAIC888009@istruzione.it,091544510
ISTITUTO COMPRENSIVO,PAIC890009,I.C. POLITEAMA -PA,"PIAZZA CASTELNUOVO, 40",90141,PALERMO,PAIC890009@istruzione.it,091331037
ISTITUTO COMPRENSIVO,PAIC892001,"I.C.S "" MATTARELLA -BONAGIA""","VIA DEL CASTORO, 13",90125,PALERMO,PAIC892001@istruzione.it,091444138
ISTITUTO COMPRENSIVO,PAIC89300R,I.C. G. MARCONI -PA,"VIA GEN. A DI GIORGI, 4",90143,PALERMO,PAIC89300R@istruzione.it,0916255080
ISTITUTO COMPRENSIVO,PAIC897004,I.C. GIULIANA SALADINO - PA,"VIA BARISANO DA TRANI, 7 - 9",90145,PALERMO,PAIC897004@istruzione.it,0916734993
ISTITUTO COMPRENSIVO,PAIC89800X,I.C. RITA BORSELLINO,VIA G .F. INGRASSIA 33,90123,PALERMO,PAIC89800X@istruzione.it,0916164473
ISTITUTO COMPRENSIVO,PAIC89900Q,I.C. ABBA /ALIGHIERI -PA,VIA RUGGERO MARTURANO 77/79,90142,PALERMO,PAIC89900Q@istruzione.it,0916374806
ISTITUTO COMPRENSIVO,PAIC8A000C,I.C. RITA LEVI MONTALCINI -PA,"PIAZZA S.PAOLO, N.4",90135,PALERMO,PAIC8A000C@istruzione.it,091311054
ISTITUTO COMPRENSIVO,PAIC8A1008,I.C. LUIGI CAPUANA -PA,"VIA ALESSIO NARBONE, 55",90138,PALERMO,PAIC8A1008@istruzione.it,0916511733
ISTITUTO COMPRENSIVO,PAIC8A2004,I.C. SILVIO BOCCONE -PA,"VIA DEL VESPRO,72",90127,PALERMO,PAIC8A2004@istruzione.it,0916164215
ISTITUTO COMPRENSIVO,PAIC8A300X,I.C. MONREALE - F. MORVILLO,"VIA B. GIORDANO, 10",90046,MONREALE,PAIC8A300X@istruzione.it,0916405406
ISTITUTO COMPRENSIVO,PAIC8A400Q,I.C. CAPACI - BIAGIO SICILIANO,CORSO ISOLA DELLE FEMMINE 11,90040,CAPACI,PAIC8A400Q@istruzione.it,0918671293
ISTITUTO COMPRENSIVO,PAIC8A500G,I.C.  ROSARIO LIVATINO,CORTILE GIALLOMBARDO SNC,90010,FICARAZZI,PAIC8A500G@istruzione.it,0916360746
ISTITUTO COMPRENSIVO,PAIC8A600B,I.C. TERMINI I. - TISIA D'IMERA,VIA DEL MAZZIERE,90018,TERMINI IMERESE,PAIC8A600B@istruzione.it,0918143050
ISTITUTO COMPRENSIVO,PAIC8A7007,I.C. PRIVITERA/POLIZZI,VIA PRINCIPE UMBERTO N.305,90047,PARTINICO,PAIC8A7007@istruzione.it,091202206
ISTITUTO COMPRENSIVO,PAIC8A8003,I.C. CASA DEL FANCIULLO,VIA LIBERTA',90047,PARTINICO,PAIC8A8003@istruzione.it,0918906785
ISTITUTO COMPRENSIVO,PAIC8A900V,G. VASI,VIA DON G. COLLETTO,90034,CORLEONE,PAIC8A900V@istruzione.it,0918463040
ISTITUTO COMPRENSIVO,PAIC8AA008,I.C. CRUILLAS -PA,"VIA SALERNO,19",90146,PALERMO,PAIC8AA008@istruzione.it,091220879
ISTITUTO COMPRENSIVO,PAIC8AB004,I.C. RITA ATRIA -PA,"LARGO CAVALIERI DI MALTA,9",90133,PALERMO,PAIC8AB004@istruzione.it,091321317
ISTITUTO COMPRENSIVO,PAIC8AC00X,I.C. SCINA'/COSTA -PA,VIA LI BASSI 60,90128,PALERMO,PAIC8AC00X@istruzione.it,091486725
ISTITUTO COMPRENSIVO,PAIC8AD00Q,I.C. LOMBARDO RADICE -PA,C.SO CALATAFIMI 241/A,90129,PALERMO,PAIC8AD00Q@istruzione.it,091422967
ISTITUTO COMPRENSIVO,PAIC8AF00B,I.C. CACCAMO - G. BARBERA,VIA ORTO DEGLI ANGELI,90012,CACCAMO,PAIC8AF00B@istruzione.it,0918148210
ISTITUTO COMPRENSIVO,PAIC8AG007,I.C. CARINI-CALDERONE/TORRETTA,"VIA EMILIA,1",90044,CARINI,PAIC8AG007@istruzione.it,0918661303
ISTITUTO COMPRENSIVO,PAIC8AH003,I.C. CASTELBUONO-F.MINA'PALUMBO,"VIA SANDRO PERTINI, 40",90013,CASTELBUONO,PAIC8AH003@istruzione.it,0921671165
ISTITUTO COMPRENSIVO,PAIC8AJ008,I.C. CEFALU' - NICOLA BOTTA,"VIA ENRICO FERMI, 4",90015,CEFALU',PAIC8AJ008@istruzione.it,0921421242
ISTITUTO COMPRENSIVO,PAIC8AK004,I.C. L.DA VINCI /G.CARDUCCI -PA,VIA FERDINANDO DI GIORGI 48,90145,PALERMO,PAIC8AK004@istruzione.it,091401313
ISTITUTO COMPRENSIVO,PAIC8AL00X,I.C. GIOVANNI XXIII /PIAZZI -PA,"VIA MARIO RUTELLI, 50",90143,PALERMO,PAIC8AL00X@istruzione.it,091343733
ISTITUTO COMPRENSIVO,PAIC8AM00Q,I.C. GIOTTO /CIPOLLA,VIA GIOTTO N.41,90145,PALERMO,PAIC8AM00Q@istruzione.it,091225333
ISTITUTO COMPRENSIVO,PAIC8AN00G,I.C. ALBERICO GENTILI -PA,"VIA F.LO IACONO, 1",90144,PALERMO,PAIC8AN00G@istruzione.it,0916251761
ISTITUTO COMPRENSIVO,PAIC8AP007,I.C. M.RAPISARDI /GARIBALDI -PA,VIA CALTANISSETTA 27,90141,PALERMO,PAIC8AP007@istruzione.it,0916260510
ISTITUTO COMPRENSIVO,PAIC8AQ003,I.C. UDITORE /SETTI CARRARO -PA,VIA TIEPOLO N.4,90145,PALERMO,PAIC8AQ003@istruzione.it,091205442
ISTITUTO COMPRENSIVO,PAIC8AR00V,I.C. GIUSEPPE SCELSA -PA,"VIA VILLANI, 40",90129,PALERMO,PAIC8AR00V@istruzione.it,0917798925
ISTITUTO COMPRENSIVO,PAIC8AS004,I.C.  VITTORIO EMANUELE III -PA,VIA CESARE TERRANOVA N. 93,90131,PALERMO,PAIC8AS004@istruzione.it,0916605017
ISTITUTO COMPRENSIVO,PAIC8AT00X,I.C. SPERONE / PERTINI -PA,"VIA GIANNOTTA, 4",90121,PALERMO,PAIC8AT00X@istruzione.it,091478848
ISTITUTO COMPRENSIVO,PAIC8AU00Q,I.C. PESTALOZZI/CAVOUR-PA,"VIA CROCIFISSO A PIETRATAGLIATA,7D",90135,PALERMO,PAIC8AU00Q@istruzione.it,091421679
ISTITUTO COMPRENSIVO,PAIC8AV00G,I.C. MAREDOLCE - PA,"VIA FICHIDINDIA, 6",90124,PALERMO,PAIC8AV00G@istruzione.it,091447988
ISTITUTO COMPRENSIVO,PAIC8AW00B,I.C.PARTINICO ARCHIMEDE/LA FATA,"VIALE DELLA REGIONE, 32",90047,PARTINICO,PAIC8AW00B@istruzione.it,0916467838
ISTITUTO COMPRENSIVO,PAIC8AX007,I.C. I. FLORIO - S. LORENZO -PA,"VIA F.PPO DI GIOVANNI, 88",90146,PALERMO,PAIC8AX007@istruzione.it,0916881777
ISTITUTO COMPRENSIVO,PAIC8AY003,I.C. MONTEGRAPPA /R. SANZIO-PA,VIA ERNESTO BASILE 170,90128,PALERMO,PAIC8AY003@istruzione.it,091484817
ISTITUTO COMPRENSIVO,PAIC8AZ00V,I.C. RUSSO / RACITI - PA,"VIA TINDARI , 52",90135,PALERMO,PAIC8AZ00V@istruzione.it,0916730533
ISTITUTO COMPRENSIVO,PAIC8BA00V,CARDUCCI GRAMSCI,VIA CLAUDIO TRAINA 4,90011,BAGHERIA,PAIC8BA00V@istruzione.it,091964430
ISTITUTO COMPRENSIVO,PAIC8BB00P,MANERI INGRASSIA-DON MILANI,"PASSAGGIO DEI PICCIOTTI, 3",90123,PALERMO,PAIC8BB00P@istruzione.it,091476364
ISTITUTO COMPRENSIVO,PAIC8BC00E,I.C. G. FALCONE - CARINI -,"CORSO UMBERTO PRIMO, N.8",90044,CARINI,PAIC8BC00E@istruzione.it,0918661302
ISTITUTO COMPRENSIVO,PAIC8BD00A,COLLESANO,VIA DELLA FIERA SNC,90016,COLLESANO,PAIC8BD00A@istruzione.it,0921664544
ISTITUTO SUPERIORE,PAIS00100T,IS G. UGDULENA,VIA DEL MAZZIERE,90018,TERMINI IMERESE,PAIS00100T@istruzione.it,0918145643
ISTITUTO SUPERIORE,PAIS00200N,MANDRALISCA,VIA MAESTRO VINCENZO PINTORNO N.27,90015,CEFALU',PAIS00200N@istruzione.it,0921421695
ISTITUTO SUPERIORE,PAIS004009,UGO MURSIA,"VIA TRATTATI DI ROMA, 6",90044,CARINI,PAIS004009@istruzione.it,0918660099
ISTITUTO SUPERIORE,PAIS00700R,IIS - LUIGI FAILLA TEDALDI,CONTRADA ROSARIO SNC,90013,CASTELBUONO,PAIS00700R@istruzione.it,0921671453
ISTITUTO SUPERIORE,PAIS00800L,EMANUELE BASILE - MARIO D'ALEO,"VIA BIAGIO GIORDANO, 14",90046,MONREALE,PAIS00800L@istruzione.it,0916404450
ISTITUTO SUPERIORE,PAIS00900C,IS DON G. COLLETTO,VIA SALVATORE CUSIMANO S.N.C.,90034,CORLEONE,PAIS00900C@istruzione.it,0918464242
ISTITUTO SUPERIORE,PAIS01100C,I.I.S.S. LERCARA FRIDDI,VIALE PIETRO SCAGLIONE N.24,90025,LERCARA FRIDDI,PAIS01100C@istruzione.it,0918213969
ISTITUTO SUPERIORE,PAIS013004,IISS STENIO,VIA E.FERMI,90018,TERMINI IMERESE,PAIS013004@istruzione.it,0918145597
ISTITUTO SUPERIORE,PAIS01400X,DON CALOGERO DI VINCENTI,VIA SALERNO,90032,BISACQUINO,PAIS01400X@istruzione.it,0918351279
ISTITUTO SUPERIORE,PAIS01600G,"IS ""MAJORANA""",VIA ASTORINO 56,90146,PALERMO,PAIS01600G@istruzione.it,091518094
ISTITUTO SUPERIORE,PAIS01700B,G. SALERNO,VIA ROCCO CHINNICI S.N.,90024,GANGI,PAIS01700B@istruzione.it,0921501229
ISTITUTO SUPERIORE,PAIS018007,I.I.S. P. DOMINA PETRALIA SOTTANA,PIAZZA DOMINA 22,90027,PETRALIA SOTTANA,PAIS018007@istruzione.it,0921641013
ISTITUTO SUPERIORE,PAIS021003,ISTITUTO SUPERIORE DANILO DOLCI,VIA GOFFREDO MAMELI N. 4,90047,PARTINICO,PAIS021003@istruzione.it,0918901103
ISTITUTO SUPERIORE,PAIS02200V,JACOPO DEL DUCA - DIEGO BIANCA AMATO,VIA PIETRAGROSSA N. 68/70,90015,CEFALU',PAIS02200V@istruzione.it,0921421415
ISTITUTO SUPERIORE,PAIS02300P,F. FERRARA,VIA SGARLATA 11,90133,PALERMO,PAIS02300P@istruzione.it,091332721
ISTITUTO SUPERIORE,PAIS02400E,E. MEDI,"VIA LEONARDO DA VINCI, 364",90135,PALERMO,PAIS02400E@istruzione.it,091405108
ISTITUTO SUPERIORE,PAIS026006,ISTITUTO SUPERIORE STATALE MARIO RUTELLI,PIAZZALE GIANGIACOMO CIACCIO MONTALTO N.3,90131,PALERMO,PAIS026006@istruzione.it,0916684134
ISTITUTO SUPERIORE,PAIS027002,A. VOLTA,PASSAGGIO DEI PICCIOTTI 1,90123,PALERMO,PAIS027002@istruzione.it,0916494211
ISTITUTO SUPERIORE,PAIS02800T,E ASCIONE,VIA CENTURIPE 11,90135,PALERMO,PAIS02800T@istruzione.it,0916734888
ISTITUTO SUPERIORE,PAIS02900N,DUCA ABRUZZI - LIBERO GRASSI,VIA FAZIO N. 1,90143,PALERMO,PAIS02900N@istruzione.it,091547003
ISTITUTO SUPERIORE,PAIS03200D,DAMIANI ALMEYDA - FRANCESCO CRISPI,"LARGO MARIO MINEO,14",90145,PALERMO,PAIS03200D@istruzione.it,0916822774
ISTITUTO SUPERIORE,PAIS033009,V.RAGUSA E OTAMA KIYOHARA - F.PARLATORE,"P.ZZA G. TURBA, 71",90129,PALERMO,PAIS033009@istruzione.it,091486092
ISTITUTO SUPERIORE,PAIS034005,ISTITUTO SUPERIORE O.M.CORBINO PARTINICO,VIA VERONA N.2,90047,PARTINICO,PAIS034005@istruzione.it,0918902015
ISTITUTO SUPERIORE,PAIS03600R,"I.I.S.S. "" GIOENI -  TRABIA ""","VIA VITTORIO EMANUELE , 27",90133,PALERMO,PAIS03600R@istruzione.it,091585089
ISTITUTO SUPERIORE,PAIS03700L,L.EINAUDI-PARETO,VIA BRIGATA VERONA 5,90144,PALERMO,PAIS03700L@istruzione.it,091515921
ISTITUTO SUPERIORE,PAIS03800C,PIO LA TORRE,VIA NINA SICILIANA N. 22,90135,PALERMO,PAIS03800C@istruzione.it,0916521539
ISTITUTO SUPERIORE,PAIS039008,I.I.S. G. D'ALESSANDRO,VIA S. IGNAZIO DI LOYOLA,90011,BAGHERIA,PAIS039008@istruzione.it,091962583
ISTITUTO SUPERIORE,PAIS041008,F.PAOLO CASCINO (EX III ALBERGH),"VIA FATTORI, 60",90146,PALERMO,PAIS041008@istruzione.it,0916701243
SCUOLA PRIMO GRADO,PAMM00700N,CESAREO G.A.,"VIA G. PARATORE,36",90124,PALERMO,PAMM00700N@istruzione.it,091444700
SCUOLA PRIMO GRADO,PAMM01500L,S.M.S.  RAIMONDO FRANCHETTI,VIALE AMEDEO D'AOSTA N.52/54,90123,PALERMO,PAMM01500L@istruzione.it,0916214041
SCUOLA PRIMO GRADO,PAMM01900X,LEONARDO DA VINCI,"VIA SERRADIFALCO,190",90145,PALERMO,PAMM01900X@istruzione.it,0916814341
SCUOLA PRIMO GRADO,PAMM02300G,PECORARO ANTONINO,PIAZZA EUROPA 110,90146,PALERMO,PAMM02300G@istruzione.it,091518848
SCUOLA PRIMO GRADO,PAMM03600N,SCUOLA SEC. DI 1? V.E. ORLANDO,VIA LUSSEMBURGO 103,90146,PALERMO,PAMM03600N@istruzione.it,091517873
SCUOLA PRIMO GRADO,PAMM041005,GRAMSCI ANTONIO,"VIA G.LA LOGGIA,214",90129,PALERMO,PAMM041005@istruzione.it,0916572226
SCUOLA PRIMO GRADO,PAMM05000X,PUBLIO VIRGILIO MARONE,"VIA VALDEMONE, 7",90144,PALERMO,PAMM05000X@istruzione.it,091511018
SCUOLA PRIMO GRADO,PAMM06400T,SMS SCIANNA C.,"VIA DE SPUCHES, 4",90011,BAGHERIA,PAMM06400T@istruzione.it,091943017
SCUOLA PRIMO GRADO,PAMM09900R,MISILMERI-GUASTELLA C.,VIA ETTORE MAJORANA - C.DA GABATUTTI,90036,MISILMERI,PAMM09900R@istruzione.it,0918731154
SCUOLA PRIMO GRADO,PAMM12600X,VILLABATE-PALUMBO P.,VIA G. TOMASI DI LAMPEDUSA SNC,90039,VILLABATE,PAMM12600X@istruzione.it,0916142456
SCUOLA PRIMO GRADO,PAMM138006,BORGESE-XXVII MAGGIO,"PIAZZA CONTARDO FERRINI,13",90146,PALERMO,PAMM138006@istruzione.it,0916713244
CPIA,PAMM15600Q,CPIA PALERMO 2,SALITA SAN GIROLAMO,90018,TERMINI IMERESE,PAMM15600Q@istruzione.it,0918128433
CPIA,PAMM15700G,CPIA PALERMO 1,VIA DELL'USIGNOLO N.5,90125,PALERMO,PAMM15700G@istruzione.it,0916478452
LICEO CLASSICO,PAPC01000V,LICEO GINNASIO DI STATO (F. SCADUTO),VIA DANTE 22,90011,BAGHERIA,PAPC01000V@istruzione.it,091961359
LICEO CLASSICO,PAPC030004,MELI,"VIA S.ALDISIO,2",90146,PALERMO,PAPC030004@istruzione.it,00916884720
LICEO CLASSICO,PAPC04000P,GARIBALDI,VIA CANONICO ROTOLO,90143,PALERMO,PAPC04000P@istruzione.it,091589624
LICEO CLASSICO,PAPC09000Q,UMBERTO I,VIA FILIPPO PARLATORE 26 C,90145,PALERMO,PAPC09000Q@istruzione.it,0916817263
LICEO CLASSICO,PAPC11000Q,VITTORIO EMANUELE II,VIA SIMONE DA BOLOGNA 11,90134,PALERMO,PAPC11000Q@istruzione.it,091581942
ISTITUTO MAGISTRALE,PAPM010003,FINOCCHIARO APRILE,VIA CILEA,90144,PALERMO,PAPM010003@istruzione.it,091343509
ISTITUTO MAGISTRALE,PAPM02000N,DE COSMI,VIA LEONARDO RUGGERI 15,90135,PALERMO,PAPM02000N@istruzione.it,091402581
ISTITUTO MAGISTRALE,PAPM04000V,IM REGINA MARGHERITA,PIAZZETTA S. SALVATORE 1,90134,PALERMO,PAPM04000V@istruzione.it,091334424
ISTITUTO MAGISTRALE,PAPM07000P,"LICEO SCIENZE UMANE E LING. ""D. DOLCI""",VIA FICHIDINDIA,90124,PALERMO,PAPM07000P@istruzione.it,0916307454
ISTITUTO MAGISTRALE,PAPM100009,NINNI CASSARA,VIA DON ORIONE 44,90142,PALERMO,PAPM100009@istruzione.it,091545307
ISTITUTO MAGISTRALE,PAPM12000E,ISTITUTO MAGISTRALE DI CACCAMO,LARGO PIETRO SPICA,90012,CACCAMO,PAPM12000E@istruzione.it,
LICEO SCIENTIFICO,PAPS010002,GALILEI,VIA DANIMARCA 54,90146,PALERMO,PAPS010002@istruzione.it,091515231
LICEO SCIENTIFICO,PAPS02000L,"LICEO SCIENTIFICO STATALE ""S.CANNIZZARO""",VIA GEN. ARIMONDI 14,90143,PALERMO,PAPS02000L@istruzione.it,091347266
LICEO SCIENTIFICO,PAPS05000C,ALBERT EINSTEIN,VIA A. VIVALDI N 60,90145,PALERMO,PAPS05000C@istruzione.it,0916823640
LICEO SCIENTIFICO,PAPS060003,ERNESTO BASILE,VIA SAN CIRO 23,90124,PALERMO,PAPS060003@istruzione.it,0916302800
LICEO SCIENTIFICO,PAPS080008,LS SANTI SAVARINO,C/DA TURRISI S.N.,90047,PARTINICO,PAPS080008@istruzione.it,0918780462
LICEO SCIENTIFICO,PAPS100008,BENEDETTO CROCE,VIA BENFRATELLI 4,90134,PALERMO,PAPS100008@istruzione.it,0916512200
LICEO SCIENTIFICO,PAPS24000G,LICEO SCIENTIFICO STATALE NICOLO'PALMERI,PIAZZA G. SANSONE 12,90018,TERMINI IMERESE,PAPS24000G@istruzione.it,0918144145
IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,PARH01000Q,P.BORSELLINO,PIAZZETTA G. BELLISSIMA 3,90133,PALERMO,PARH01000Q@istruzione.it,0916710933
IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,PARH02000A,"I.P.S.S.E.O.A. ""PIETRO PIAZZA""",CORSO DEI MILLE N. 181,90123,PALERMO,PARH02000A@istruzione.it,0916101012
IST PROF INDUSTRIA E ARTIGIANATO,PARI010007,S.D'ACQUISTO BAGHERIA,"VIA CONSOLARE, 111",90011,BAGHERIA,PARI010007@istruzione.it,091903070
LICEO ARTISTICO,PASL01000V,"LICEO ARTISTICO STATALE  "" E. CATALANO """,VIA A. LA MARMORA N. 66,90143,PALERMO,PASL01000V@istruzione.it,091342074
ISTITUTO TECNICO COMMERCIALE,PATD050008,DON LUIGI STURZO,VIA SANT'IGNAZIO DI LOYOLA 7,90011,BAGHERIA,PATD050008@istruzione.it,091931656
IST TEC COMMERCIALE E PER GEOMETRI,PATD09000P,CARLO ALBERTO DALLA CHIESA,CORSO DEI MILLE 517,90047,PARTINICO,PATD09000P@istruzione.it,0918781948
ISTITUTO TECNICO INDUSTRIALE,PATF030009,ITI VITTORIO EMANUELE III,VIA DUCA DELLA VERDURA 48,90143,PALERMO,PATF030009@istruzione.it,091307922
ISTITUTO TECNICO PER IL TURISMO,PATN01000Q,MARCO POLO,VIA UGO LA MALFA 113,90146,PALERMO,PATN01000Q@istruzione.it,0916886878
